,id,open,close,low,high,amount,vol,count
0,2018-08-08 00:00:00,0.192452,0.190345,0.190336,0.202559,333.1203,65.2988353424,5368.0
1,2018-08-07 00:00:00,0.185718,0.1931,0.183621,0.194107,636.441,119.6528196852,10878.0
2,2018-08-06 00:00:00,0.191202,0.185954,0.184397,0.195352,304.3855,57.7151634102,7401.0
3,2018-08-05 00:00:00,0.193872,0.189736,0.18713,0.19535,251.5167,47.9721800802,4932.0
4,2018-08-04 00:00:00,0.189917,0.193415,0.186426,0.200276,634.0667,122.7509932633,10255.0
5,2018-08-03 00:00:00,0.196562,0.19082,0.183671,0.200245,463.893968343492,87.9932951618,9290.0
6,2018-08-02 00:00:00,0.198294,0.196562,0.193519,0.200297,1889.5254,373.3470840738,8912.0
7,2018-08-01 00:00:00,0.203039,0.198292,0.193204,0.208101,451.7595724669717,89.4210200472,9081.0
8,2018-07-31 00:00:00,0.197888,0.203033,0.19057,0.215,806.3215837757914,160.01657250804334,8654.0
9,2018-07-30 00:00:00,0.197932,0.197943,0.193766,0.21,408.42996122011806,81.3971325238,8924.0
10,2018-07-29 00:00:00,0.199338,0.198743,0.192178,0.202455,318.5085,62.9567000539,9465.0
11,2018-07-28 00:00:00,0.200506,0.199338,0.198911,0.205764,628.5536,125.9419859653,9903.0
12,2018-07-27 00:00:00,0.203328,0.201067,0.199071,0.20576,408.20392223586435,82.2650618561,10068.0
13,2018-07-26 00:00:00,0.20563,0.203508,0.202117,0.208098,379.4207,77.8525385257,10689.0
14,2018-07-25 00:00:00,0.204687,0.20569,0.204384,0.210841,384.48311829166994,79.19882428047512,11018.0
15,2018-07-24 00:00:00,0.210674,0.204726,0.202118,0.216012,665.0508341934647,139.8481631850294,11174.0
16,2018-07-23 00:00:00,0.20645,0.210687,0.205471,0.211085,552.1010640382468,115.1531248492087,11020.0
17,2018-07-22 00:00:00,0.206592,0.2066,0.203952,0.208766,512.4825692122179,105.9955631336,10520.0
18,2018-07-21 00:00:00,0.209757,0.206654,0.202552,0.212093,511.402264686371,105.9302471365,10700.0
19,2018-07-20 00:00:00,0.21411,0.209973,0.204843,0.215781,970.1717818223834,202.8220119667882,11898.0
20,2018-07-19 00:00:00,0.22074,0.214155,0.211115,0.237865,697.0963215184693,153.39217986541723,10016.0
21,2018-07-18 00:00:00,0.211137,0.221351,0.210955,0.223898,1710.769217759327,369.9248019701411,11458.0
22,2018-07-17 00:00:00,0.206556,0.211146,0.205311,0.212263,934.4318190060678,196.6653035621,9055.0
23,2018-07-16 00:00:00,0.20475,0.206589,0.202085,0.208336,343.3587,70.5212848101,8679.0
24,2018-07-15 00:00:00,0.208692,0.204744,0.204744,0.212,205.71661258067536,42.6952716994,7806.0
25,2018-07-14 00:00:00,0.208472,0.208692,0.203567,0.212,506.47231458308255,105.2088461406,8180.0
26,2018-07-13 00:00:00,0.20501,0.206447,0.202201,0.212617,396.464,82.3039505673,8841.0
27,2018-07-12 00:00:00,0.209108,0.20514,0.205,0.224697,439.133503383571,93.7117865383,8384.0
28,2018-07-11 00:00:00,0.228506,0.211364,0.20818,0.24751,1012.0503343365726,222.55713248282805,10040.0
29,2018-07-10 00:00:00,0.211486,0.228418,0.201549,0.246478,910.3905830310324,198.8512489566131,9623.0
30,2018-07-09 00:00:00,0.209008,0.21149,0.202191,0.213544,591.5762909141081,124.4583551314,8143.0
31,2018-07-08 00:00:00,0.201268,0.208922,0.199472,0.218236,220.15426749984445,45.7207841582,7829.0
32,2018-07-07 00:00:00,0.211423,0.201548,0.201089,0.214914,371.34873134270356,77.9034945517,8548.0
33,2018-07-06 00:00:00,0.214763,0.211769,0.208327,0.223026,659.6105115136916,140.6660778055003,8980.0
34,2018-07-05 00:00:00,0.22442,0.214763,0.213981,0.229282,564.3197216442767,125.9325985775,8365.0
35,2018-07-04 00:00:00,0.220011,0.225337,0.216609,0.227173,750.7729148497687,165.6014541852,9464.0
36,2018-07-03 00:00:00,0.228544,0.220011,0.217949,0.233881,835.8273,190.7095952601,9957.0
37,2018-07-02 00:00:00,0.216848,0.228936,0.212806,0.232332,564.4266,124.9293786937,9131.0
38,2018-07-01 00:00:00,0.212724,0.218345,0.211454,0.219993,391.1145,83.6445256502,8753.0
39,2018-06-30 00:00:00,0.216457,0.213315,0.205719,0.228881,1024.2054880298006,221.3403376303,10168.0
40,2018-06-29 00:00:00,0.214986,0.216455,0.207078,0.223454,567.587,122.6011048416,9200.0
41,2018-06-28 00:00:00,0.213646,0.215014,0.208287,0.225145,399.2034159927657,86.8288206686,8240.0
42,2018-06-27 00:00:00,0.210847,0.212807,0.202742,0.216411,707.1102222199331,147.9218981557,7934.0
43,2018-06-26 00:00:00,0.208693,0.210718,0.207082,0.219277,526.327782593797,112.6744521088,6949.0
44,2018-06-25 00:00:00,0.216203,0.210327,0.189539,0.218618,432.2637545318027,88.2020008861,5532.0
45,2018-06-24 00:00:00,0.215589,0.217444,0.2123,0.232204,1135.4342524395809,248.43888045705228,8020.0
46,2018-06-23 00:00:00,0.212027,0.21494,0.211784,0.219645,995.0623288410031,214.62140423809072,7027.0
47,2018-06-22 00:00:00,0.2126,0.21227,0.211784,0.219929,630.7635,135.9684983454,6878.0
48,2018-06-21 00:00:00,0.216858,0.212847,0.210269,0.222556,330.05136361044856,71.2458737176,5290.0
49,2018-06-20 00:00:00,0.216135,0.216346,0.209351,0.226214,457.6602516755772,100.2298648879,5483.0
50,2018-06-19 00:00:00,0.218713,0.21678,0.215969,0.224252,411.98686343919763,90.0735150881,5397.0
51,2018-06-18 00:00:00,0.22372,0.217931,0.215373,0.232617,196.21816730107864,43.5318201525,5064.0
52,2018-06-17 00:00:00,0.227091,0.224669,0.220434,0.229273,223.1106515834126,50.135574171323576,5076.0
53,2018-06-16 00:00:00,0.229276,0.22686,0.223586,0.231289,689.398847241756,156.61059204725143,7163.0
54,2018-06-15 00:00:00,0.249722,0.228033,0.222459,0.250038,1037.9330859503018,240.29856845406385,8449.0
55,2018-06-14 00:00:00,0.220566,0.249722,0.203888,0.257347,1925.0925190947185,446.2176072920483,10035.0
56,2018-06-13 00:00:00,0.225887,0.220566,0.215,0.237371,1007.168102166753,224.9167732056479,7201.0
57,2018-06-12 00:00:00,0.227044,0.226114,0.220034,0.246127,962.8933417024612,221.81064408517287,7887.0
58,2018-06-11 00:00:00,0.242726,0.226961,0.224302,0.25592,1010.3034056699152,239.56826194819894,6907.0
59,2018-06-10 00:00:00,0.260261,0.243157,0.241071,0.3,1459.225933138426,379.1107406140127,7059.0
60,2018-06-09 00:00:00,0.276392,0.261762,0.25732,0.281014,836.333624246818,226.46593649471555,6293.0
61,2018-06-08 00:00:00,0.26984,0.27702,0.261121,0.286,2239.058168710628,608.9743979277226,8368.0
62,2018-06-07 00:00:00,0.253504,0.269611,0.25,0.293923,2812.191512638715,758.688224326557,8839.0
63,2018-06-06 00:00:00,0.256002,0.253377,0.250844,0.264403,1387.972920920749,354.93373068054944,5780.0
64,2018-06-05 00:00:00,0.282422,0.25518,0.253552,0.2955,2704.8335345561536,741.3268256443175,7632.0
