,time,open,high,low,close
0,2018-08-08 00:00:00,8.25e-06,8.400000000000001e-06,7.71e-06,7.77e-06
1,2018-08-07 00:00:00,7.74e-06,8.38e-06,7.64e-06,8.25e-06
2,2018-08-06 00:00:00,7.87e-06,8.15e-06,7.68e-06,7.72e-06
3,2018-08-05 00:00:00,8.07e-06,8.22e-06,7.64e-06,7.96e-06
4,2018-08-04 00:00:00,8.1e-06,8.27e-06,7.8e-06,7.95e-06
5,2018-08-03 00:00:00,8.03e-06,8.73e-06,7.81e-06,8.06e-06
6,2018-08-02 00:00:00,8.07e-06,8.32e-06,7.78e-06,7.94e-06
7,2018-08-01 00:00:00,8.47e-06,8.68e-06,7.6e-06,8.08e-06
8,2018-07-31 00:00:00,8.91e-06,8.99e-06,8.35e-06,8.53e-06
9,2018-07-30 00:00:00,9.38e-06,9.6e-06,8.84e-06,8.98e-06
10,2018-07-29 00:00:00,9.2e-06,1.0800000000000002e-05,9.12e-06,9.36e-06
11,2018-07-28 00:00:00,9.08e-06,9.48e-06,9.08e-06,9.15e-06
12,2018-07-27 00:00:00,9.42e-06,9.64e-06,9.05e-06,9.16e-06
13,2018-07-26 00:00:00,9.6e-06,9.65e-06,9.33e-06,9.45e-06
14,2018-07-25 00:00:00,1.042e-05,1.046e-05,9.32e-06,9.58e-06
15,2018-07-24 00:00:00,1.174e-05,1.177e-05,1.004e-05,1.036e-05
16,2018-07-23 00:00:00,1.119e-05,1.4400000000000001e-05,1.117e-05,1.173e-05
17,2018-07-22 00:00:00,1.176e-05,1.4400000000000001e-05,1.1e-05,1.149e-05
18,2018-07-21 00:00:00,1.076e-05,1.18e-05,1.016e-05,1.17e-05
19,2018-07-20 00:00:00,1.169e-05,1.181e-05,1.06e-05,1.06e-05
20,2018-07-19 00:00:00,1.256e-05,1.4499999999999998e-05,1.12e-05,1.176e-05
21,2018-07-18 00:00:00,1.492e-05,1.495e-05,1.213e-05,1.264e-05
22,2018-07-17 00:00:00,1.267e-05,1.778e-05,1.267e-05,1.486e-05
23,2018-07-16 00:00:00,1.075e-05,1.42e-05,1.058e-05,1.267e-05
24,2018-07-15 00:00:00,1.091e-05,1.162e-05,1.008e-05,1.0800000000000002e-05
25,2018-07-14 00:00:00,1.126e-05,1.151e-05,1.056e-05,1.097e-05
26,2018-07-13 00:00:00,1.119e-05,1.151e-05,1.081e-05,1.126e-05
27,2018-07-12 00:00:00,1.196e-05,1.248e-05,1.101e-05,1.119e-05
28,2018-07-11 00:00:00,1.286e-05,1.338e-05,1.18e-05,1.198e-05
29,2018-07-10 00:00:00,1.353e-05,1.381e-05,1.21e-05,1.286e-05
30,2018-07-09 00:00:00,1.379e-05,1.397e-05,1.3000000000000001e-05,1.364e-05
31,2018-07-08 00:00:00,1.386e-05,1.42e-05,1.361e-05,1.376e-05
32,2018-07-07 00:00:00,1.455e-05,1.463e-05,1.344e-05,1.387e-05
33,2018-07-06 00:00:00,1.32e-05,1.475e-05,1.3000000000000001e-05,1.454e-05
34,2018-07-05 00:00:00,1.363e-05,1.381e-05,1.3000000000000001e-05,1.329e-05
35,2018-07-04 00:00:00,1.426e-05,1.436e-05,1.306e-05,1.364e-05
36,2018-07-03 00:00:00,1.409e-05,1.51e-05,1.3300000000000001e-05,1.432e-05
37,2018-07-02 00:00:00,1.285e-05,1.419e-05,1.261e-05,1.409e-05
38,2018-07-01 00:00:00,1.321e-05,1.36e-05,1.258e-05,1.275e-05
39,2018-06-30 00:00:00,1.249e-05,1.326e-05,1.209e-05,1.322e-05
40,2018-06-29 00:00:00,1.332e-05,1.339e-05,1.155e-05,1.255e-05
