,time,open,high,low,close
0,2018-08-08 00:00:00,4.6623e-06,4.7165e-06,4.4587999999999996e-06,4.4937e-06
1,2018-08-07 00:00:00,4.734700000000001e-06,4.7968e-06,4.5325e-06,4.6636000000000005e-06
2,2018-08-06 00:00:00,4.6428e-06,4.95e-06,4.6002e-06,4.734700000000001e-06
3,2018-08-05 00:00:00,4.3842e-06,4.6999e-06,4.369e-06,4.6833e-06
4,2018-08-04 00:00:00,4.671e-06,4.690899999999999e-06,4.3532e-06,4.3842e-06
5,2018-08-03 00:00:00,4.7576e-06,4.819700000000001e-06,4.3814999999999995e-06,4.7046e-06
6,2018-08-02 00:00:00,4.921e-06,5.1398e-06,4.6294999999999995e-06,4.7252999999999995e-06
7,2018-08-01 00:00:00,4.8356e-06,4.9921e-06,4.7041e-06,4.9212e-06
8,2018-07-31 00:00:00,4.9883999999999995e-06,5.0642000000000006e-06,4.7742e-06,4.8353e-06
9,2018-07-30 00:00:00,5.1165e-06,5.2034e-06,4.93e-06,4.9887e-06
10,2018-07-29 00:00:00,5.321900000000001e-06,5.3852e-06,5.0001e-06,5.1165e-06
11,2018-07-28 00:00:00,5.0457e-06,5.5320000000000006e-06,5.0457e-06,5.3216e-06
12,2018-07-27 00:00:00,5.1436e-06,5.4194e-06,4.8129e-06,5.0457e-06
13,2018-07-26 00:00:00,5.4011e-06,5.5479e-06,5.1428e-06,5.1437e-06
14,2018-07-25 00:00:00,5.777899999999999e-06,5.999e-06,5.1611000000000004e-06,5.4016e-06
15,2018-07-24 00:00:00,6.1877e-06,6.3013999999999995e-06,5.2446000000000006e-06,5.778200000000001e-06
16,2018-07-23 00:00:00,5.9826999999999995e-06,6.3699e-06,5.93e-06,6.2479e-06
17,2018-07-22 00:00:00,5.8444e-06,6e-06,5.5506e-06,5.9826999999999995e-06
18,2018-07-21 00:00:00,5.7377999999999995e-06,5.99e-06,5.25e-06,5.8125e-06
19,2018-07-20 00:00:00,5.8401e-06,8.28e-06,5.2612e-06,5.72e-06
