,id,open,close,low,high,amount,vol,count
0,2018-08-08 00:00:00,0.00015244,0.00015865,0.00014808,0.00017577,4249717.527413915,673.0386487669141,5337.0
1,2018-08-07 00:00:00,0.00015359,0.00015163,0.000149,0.00016553,8431053.8587,1303.817691061483,9932.0
2,2018-08-06 00:00:00,0.00015085,0.00015297,0.000146,0.00017476,8926274.934225582,1375.165487902473,10040.0
3,2018-08-05 00:00:00,0.00014217,0.00015088,0.000142,0.000199,14545031.965456145,2407.057038942207,12436.0
4,2018-08-04 00:00:00,0.00013972,0.000143,0.000133,0.00016398,9726970.0522,1397.401664616647,10219.0
5,2018-08-03 00:00:00,0.00013726,0.00013969,0.00013259,0.00014203,8330974.4401,1146.546561667089,9264.0
6,2018-08-02 00:00:00,0.0001349,0.00013735,0.00013414,0.00014632,8430193.6132,1173.773615675263,8992.0
7,2018-08-01 00:00:00,0.00014183,0.00013482,0.00013124,0.00014207,8238093.6224,1116.471896559573,9175.0
8,2018-07-31 00:00:00,0.00014642,0.00014182,0.0001416,0.00015272,8387612.695334292,1217.2534816714933,8923.0
9,2018-07-30 00:00:00,0.00014605,0.00014687,0.00014256,0.0001476,8453088.197,1225.284852528777,9517.0
10,2018-07-29 00:00:00,0.00015095,0.00014665,0.0001442,0.00015127,7879271.9061,1155.394382642859,9754.0
11,2018-07-28 00:00:00,0.00014653,0.00015048,0.0001433,0.00015125,7928270.5459,1163.808854140162,10582.0
12,2018-07-27 00:00:00,0.00014353,0.00014749,0.00013315,0.00014977,5411322.7965,771.71084896567,10657.0
13,2018-07-26 00:00:00,0.00014283,0.00014393,0.00014,0.0001443,3425741.9128,488.279728037477,11339.0
14,2018-07-25 00:00:00,0.00014183,0.00014292,0.00013187,0.00014892,3671861.6513,511.598666723425,12626.0
15,2018-07-24 00:00:00,0.00014975,0.000142,0.00013011,0.00015082,1472427.601,207.347629143256,9441.0
16,2018-07-23 00:00:00,0.00015812,0.00014942,0.00014351,0.00016325,796083.1565318775,122.152564815395,11455.0
17,2018-07-22 00:00:00,0.00015189,0.0001581,0.000143,0.00017277,1353395.6549822933,207.758068561123,12002.0
18,2018-07-21 00:00:00,0.000173,0.00015176,0.0001501,0.00017658,1655774.3812,268.476134333643,13372.0
19,2018-07-20 00:00:00,0.00019049,0.00017307,0.00017011,0.00019069,1769125.4375798209,314.229022837431,14642.0
20,2018-07-19 00:00:00,0.00020493,0.00019072,0.00016125,0.00024288,4120623.121114543,757.746763255771,13344.0
21,2018-07-18 00:00:00,0.0001519,0.00020413,0.0001519,0.000304,8706583.595782366,1853.0103920140577,17700.0
22,2018-07-17 00:00:00,0.000158,0.00015181,0.00014908,0.00017277,1681785.1143757806,269.044975921389,13803.0
23,2018-07-16 00:00:00,0.00017006,0.000158,0.00015211,0.00017213,1749641.6884653822,277.824476371599,15506.0
24,2018-07-15 00:00:00,0.00016898,0.00017018,0.00016349,0.000208,1795719.8851602264,324.156291089751,15251.0
25,2018-07-14 00:00:00,0.00016694,0.00016896,0.00015476,0.00017906,1969525.1236395186,327.103076789033,15274.0
26,2018-07-13 00:00:00,0.00018436,0.00016687,0.00016622,0.00020231,1343866.5878,247.523700771082,14566.0
27,2018-07-12 00:00:00,0.00020609,0.00018433,0.00017467,0.00021483,1766049.7883,346.158784091262,14135.0
28,2018-07-11 00:00:00,0.00021735,0.00020528,0.00019238,0.0002213,1581123.7036208017,328.730987022602,13851.0
29,2018-07-10 00:00:00,0.000223,0.00021754,0.000212,0.00023689,977687.9620044339,217.916319129067,13528.0
30,2018-07-09 00:00:00,0.0002237,0.00022314,0.00021777,0.00024888,2489779.39926051,582.537730136047,13966.0
31,2018-07-08 00:00:00,0.00021241,0.00022338,0.00021105,0.00024239,2271703.80235517,517.952422180237,12410.0
32,2018-07-07 00:00:00,0.00021013,0.00021494,0.00020258,0.0002191,961747.5755663632,199.140021731811,12345.0
33,2018-07-06 00:00:00,0.000206,0.00020965,0.00020209,0.000215,868412.5107547444,181.341368117721,12743.0
34,2018-07-05 00:00:00,0.00021604,0.00020701,0.0002,0.00022,1333455.3922,278.21043719045,13730.0
35,2018-07-04 00:00:00,0.00020619,0.00021687,0.00019173,0.00022931,1454996.7196485354,296.555109502388,13502.0
36,2018-07-03 00:00:00,0.00021087,0.00020574,0.00019851,0.000229,1345265.9871656483,287.398537184868,13087.0
37,2018-07-02 00:00:00,0.00020825,0.00021063,0.000207,0.0002236,1265866.2400210777,271.117550286651,13392.0
38,2018-07-01 00:00:00,0.00022106,0.00021023,0.00020466,0.00022407,1612540.1397,346.887736768718,14914.0
39,2018-06-30 00:00:00,0.000213,0.00022169,0.0001889,0.00023,1434991.9477,299.321591238532,14421.0
40,2018-06-29 00:00:00,0.00025009,0.00021258,0.00018359,0.00025031,1844987.5124611333,390.471181504733,14039.0
41,2018-06-28 00:00:00,0.000272,0.0002501,0.00024076,0.00027779,966614.231,246.921255495356,14183.0
42,2018-06-27 00:00:00,0.0002792,0.00027032,0.00026,0.00028449,513955.8445,140.803766040743,13777.0
43,2018-06-26 00:00:00,0.00027762,0.00027957,0.00026899,0.00028332,830813.9824,228.30945496986,13153.0
44,2018-06-25 00:00:00,0.00028617,0.00027751,0.00027182,0.00030931,985285.5737313145,285.076018327547,12454.0
45,2018-06-24 00:00:00,0.00027205,0.00028727,0.00026243,0.000305,1192661.4328266354,334.022175221399,13957.0
46,2018-06-23 00:00:00,0.00027033,0.00027192,0.00025901,0.00028535,877621.2408,238.834231134335,12609.0
47,2018-06-22 00:00:00,0.00026135,0.00027021,0.000259,0.000278,684297.6748,184.197927348351,12684.0
48,2018-06-21 00:00:00,0.00027,0.0002617,0.000259,0.000279,1057203.0087,285.972759007768,12026.0
49,2018-06-20 00:00:00,0.00027349,0.00026965,0.00026763,0.00027991,1041564.9427,287.333179980183,11019.0
50,2018-06-19 00:00:00,0.000272,0.00027337,0.000265,0.00028791,1026865.2454510581,280.879486723309,12100.0
