time,open,low,close,high,vol
2018-08-02 15:57:45,0.02889,0.028001,0.02802,0.029515,999.6324807632
2018-08-02 15:57:48,0.02889,0.028001,0.028031,0.029515,999.6544766889
2018-08-02 15:57:51,0.02889,0.028001,0.028031,0.029515,999.6544766889
2018-08-02 15:57:54,0.02889,0.028001,0.028031,0.029515,999.6544766889
2018-08-02 15:57:57,0.02889,0.028001,0.028031,0.029515,999.6544766889
2018-08-02 15:58:00,0.02889,0.028001,0.028031,0.029515,999.6544766889
