time,open,low,close,high,vol
2018-08-02 15:57:42,756.22,742.0,757.44,774.26,68736814.50444901
2018-08-02 15:57:45,756.22,742.0,757.44,774.26,68736814.50444901
2018-08-02 15:57:48,756.22,742.0,757.44,774.26,68736814.50444901
2018-08-02 15:57:51,756.22,742.0,757.46,774.26,68736850.02932301
2018-08-02 15:57:54,756.22,742.0,757.465,774.26,68736867.754121
2018-08-02 15:57:57,756.22,742.0,757.47,774.26,68736885.47891901
2018-08-02 15:58:00,756.22,742.0,757.47,774.26,68736885.47891901
