time,open,low,close,high,vol
2018-08-02 15:57:45,0.035584,0.035192,0.036556,0.039,351791.50510699005
2018-08-02 15:57:48,0.035584,0.035192,0.036556,0.039,351791.50510699005
2018-08-02 15:57:51,0.035584,0.035192,0.036556,0.039,351791.50510699005
2018-08-02 15:57:54,0.035584,0.035192,0.036556,0.039,351791.50510699005
2018-08-02 15:57:57,0.035584,0.035192,0.036556,0.039,351791.50510699005
2018-08-02 15:58:00,0.035584,0.035192,0.036556,0.039,351791.50510699005
