time,open,low,close,high,vol
2018-08-02 15:09:05,0.00029341,0.00029263,0.00030607,0.00031568,69.0890040921
2018-08-02 15:09:07,0.00029341,0.00029263,0.00030607,0.00031568,69.0890040921
2018-08-02 15:09:08,0.00029341,0.00029263,0.00030607,0.00031568,69.0890040921
2018-08-02 15:09:11,0.00029341,0.00029263,0.00030607,0.00031568,69.0890040921
2018-08-02 15:09:12,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:14,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:15,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:17,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:19,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:22,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:24,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:25,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:27,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:28,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:30,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:31,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:32,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:34,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:35,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:37,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:38,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:39,0.00029341,0.00029263,0.00030823,0.00031568,69.0911031384
2018-08-02 15:09:41,0.00029341,0.00029263,0.0003082,0.00031568,69.0915192084
2018-08-02 15:09:42,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:43,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:45,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:46,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:47,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:48,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:50,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:51,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:52,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:54,0.00029341,0.00029263,0.00030799,0.00031568,69.0916177652
2018-08-02 15:09:55,0.00029341,0.00029263,0.00030558,0.00031568,69.7195602188
2018-08-02 15:09:57,0.00029341,0.00029263,0.00030558,0.00031568,69.7195602188
2018-08-02 15:09:58,0.00029341,0.00029263,0.00030558,0.00031568,69.7195602188
2018-08-02 15:10:00,0.00029341,0.00029263,0.00030588,0.00031568,69.734407634
